121.447150,31.191290,121.447487,31.191637
121.447150,31.191637,121.447487,31.191984
121.447487,31.191637,121.447825,31.191984
121.447825,31.191637,121.448163,31.191984
121.447825,31.191984,121.448163,31.192331
121.448163,31.191984,121.448500,31.192331
121.448500,31.191984,121.448838,31.192331
121.448500,31.192331,121.448838,31.192678
121.448838,31.192331,121.449175,31.192678
121.449175,31.192331,121.449513,31.192678
121.449513,31.192331,121.449851,31.192678
121.449513,31.192678,121.449851,31.193025
121.449851,31.192678,121.450188,31.193025
121.450188,31.193025,121.450526,31.193372
121.450526,31.193025,121.450864,31.193372
121.450526,31.193372,121.450864,31.193719
121.450526,31.193719,121.450864,31.194066
121.450188,31.193719,121.450526,31.194066
121.450188,31.194066,121.450526,31.194412
121.450188,31.194412,121.450526,31.194759
121.450188,31.194759,121.450526,31.195106
121.449851,31.194759,121.450188,31.195106
121.449851,31.195106,121.450188,31.195453
121.449513,31.195453,121.449851,31.195800
121.449513,31.195800,121.449851,31.196147
121.449513,31.196147,121.449851,31.196494
121.449175,31.196147,121.449513,31.196494
121.449175,31.196494,121.449513,31.196841
121.448838,31.196494,121.449175,31.196841
121.448838,31.196841,121.449175,31.197188
121.448838,31.197188,121.449175,31.197534
121.448500,31.197188,121.448838,31.197534
121.448838,31.197534,121.449175,31.197881
121.448500,31.197534,121.448838,31.197881
121.448500,31.197881,121.448838,31.198228
121.442761,31.194066,121.443098,31.194412
121.442761,31.194412,121.443098,31.194759
121.443098,31.194412,121.443436,31.194759
121.443098,31.194759,121.443436,31.195106
121.443436,31.194759,121.443774,31.195106
121.443436,31.195106,121.443774,31.195453
121.443774,31.195106,121.444111,31.195453
121.443774,31.194759,121.444111,31.195106
121.444111,31.194759,121.444449,31.195106
121.444111,31.195106,121.444449,31.195453
121.444449,31.195106,121.444787,31.195453
121.444787,31.195453,121.445124,31.195800
121.444787,31.195800,121.445124,31.196147
121.445124,31.195800,121.445462,31.196147
121.445124,31.196147,121.445462,31.196494
121.445462,31.196147,121.445799,31.196494
121.445799,31.196147,121.446137,31.196494
121.446137,31.196147,121.446475,31.196494
121.446137,31.196494,121.446475,31.196841
121.446475,31.196494,121.446812,31.196841
121.446812,31.196494,121.447150,31.196841
121.446812,31.196841,121.447150,31.197188
121.447150,31.196841,121.447487,31.197188
121.447150,31.197188,121.447487,31.197534
121.447487,31.197188,121.447825,31.197534
121.447487,31.197534,121.447825,31.197881
121.447825,31.197534,121.448163,31.197881
121.448163,31.197881,121.448500,31.198228
121.448163,31.198228,121.448500,31.198575
121.447825,31.198228,121.448163,31.198575
121.447825,31.198575,121.448163,31.198922
121.447825,31.198922,121.448163,31.199269
121.447487,31.198922,121.447825,31.199269
121.447487,31.199269,121.447825,31.199616
121.447150,31.199269,121.447487,31.199616
121.447150,31.199616,121.447487,31.199963
121.447150,31.199963,121.447487,31.200310
121.447150,31.200310,121.447487,31.200656
121.446812,31.200310,121.447150,31.200656
121.446812,31.200656,121.447150,31.201003
121.446475,31.200656,121.446812,31.201003
121.446475,31.201003,121.446812,31.201350
121.446475,31.201350,121.446812,31.201697
121.446475,31.201697,121.446812,31.202044
121.446137,31.201697,121.446475,31.202044
121.446137,31.202044,121.446475,31.202391
121.446137,31.202391,121.446475,31.202738
121.446137,31.202738,121.446475,31.203085
121.446137,31.203085,121.446475,31.203432
121.446137,31.203432,121.446475,31.203778
121.445799,31.203432,121.446137,31.203778
121.445799,31.203778,121.446137,31.204125
121.445462,31.203778,121.445799,31.204125
121.445124,31.203778,121.445462,31.204125
121.445124,31.203432,121.445462,31.203778
121.444787,31.203432,121.445124,31.203778
121.444449,31.203432,121.444787,31.203778
121.444449,31.203085,121.444787,31.203432
121.444111,31.203085,121.444449,31.203432
121.443774,31.203085,121.444111,31.203432
121.443774,31.202738,121.444111,31.203085
121.443098,31.203085,121.443436,31.203432
121.443098,31.202738,121.443436,31.203085
121.442761,31.202738,121.443098,31.203085
121.442423,31.202738,121.442761,31.203085
121.442086,31.202738,121.442423,31.203085
121.441748,31.202738,121.442086,31.203085
121.441748,31.202391,121.442086,31.202738
121.441410,31.202391,121.441748,31.202738
121.441410,31.202738,121.441748,31.203085
121.441073,31.202738,121.441410,31.203085
121.441073,31.202391,121.441410,31.202738
121.440735,31.202391,121.441073,31.202738
121.440398,31.202391,121.440735,31.202738
121.440060,31.202391,121.440398,31.202738
121.440060,31.202044,121.440398,31.202391
121.440060,31.201697,121.440398,31.202044
121.440398,31.201350,121.440735,31.201697
121.440398,31.201003,121.440735,31.201350
121.440398,31.200656,121.440735,31.201003
121.440398,31.200310,121.440735,31.200656
121.440398,31.199963,121.440735,31.200310
121.440398,31.199616,121.440735,31.199963
121.440398,31.199269,121.440735,31.199616
121.440735,31.199269,121.441073,31.199616
121.440735,31.199616,121.441073,31.199963
121.440735,31.198922,121.441073,31.199269
121.440735,31.198575,121.441073,31.198922
121.441073,31.198575,121.441410,31.198922
121.441073,31.198228,121.441410,31.198575
121.441073,31.197881,121.441410,31.198228
121.441410,31.197881,121.441748,31.198228
121.441410,31.197534,121.441748,31.197881
121.441410,31.197188,121.441748,31.197534
121.441410,31.196841,121.441748,31.197188
121.441410,31.196494,121.441748,31.196841
121.441748,31.196494,121.442086,31.196841
121.441748,31.196147,121.442086,31.196494
121.441748,31.195800,121.442086,31.196147
121.441748,31.195453,121.442086,31.195800
121.441748,31.195106,121.442086,31.195453
121.442086,31.195106,121.442423,31.195453
121.442086,31.194759,121.442423,31.195106
121.442086,31.194412,121.442423,31.194759
121.442423,31.194412,121.442761,31.194759
121.442761,31.193719,121.443098,31.194066
121.442761,31.193372,121.443098,31.193719
121.443098,31.193372,121.443436,31.193719
121.443098,31.193025,121.443436,31.193372
121.443436,31.193025,121.443774,31.193372
121.443098,31.192678,121.443436,31.193025
121.443436,31.192678,121.443774,31.193025
121.443436,31.192331,121.443774,31.192678
121.443436,31.191984,121.443774,31.192331
121.443436,31.191637,121.443774,31.191984
121.443774,31.191637,121.444111,31.191984
121.443774,31.191290,121.444111,31.191637
121.443774,31.190944,121.444111,31.191290
121.444111,31.190944,121.444449,31.191290
121.444111,31.190597,121.444449,31.190944
121.443774,31.190597,121.444111,31.190944
121.445124,31.190597,121.445462,31.190944
121.445462,31.190597,121.445799,31.190944
121.445799,31.190944,121.446137,31.191290
121.446137,31.190944,121.446475,31.191290
121.446475,31.190944,121.446812,31.191290
121.446475,31.191290,121.446812,31.191637
121.446812,31.191290,121.447150,31.191637
121.447150,31.191290,121.447487,31.191637
121.447150,31.191637,121.447487,31.191984
121.447487,31.191637,121.447825,31.191984
121.447825,31.191637,121.448163,31.191984
121.447825,31.191984,121.448163,31.192331
121.448163,31.191984,121.448500,31.192331
121.448500,31.191984,121.448838,31.192331
121.448500,31.192331,121.448838,31.192678
121.448838,31.192331,121.449175,31.192678
121.449175,31.192331,121.449513,31.192678
121.449513,31.192331,121.449851,31.192678
121.449513,31.192678,121.449851,31.193025
121.449851,31.192678,121.450188,31.193025
121.450188,31.193025,121.450526,31.193372
121.450526,31.193025,121.450864,31.193372
121.450526,31.193372,121.450864,31.193719
121.450526,31.193719,121.450864,31.194066
121.450188,31.193719,121.450526,31.194066
121.450188,31.194066,121.450526,31.194412
121.450188,31.194412,121.450526,31.194759
121.450188,31.194759,121.450526,31.195106
121.449851,31.194759,121.450188,31.195106
121.449851,31.195106,121.450188,31.195453
121.449513,31.195453,121.449851,31.195800
121.449513,31.195800,121.449851,31.196147
121.449513,31.196147,121.449851,31.196494
121.449175,31.196147,121.449513,31.196494
121.449175,31.196494,121.449513,31.196841
121.448838,31.196494,121.449175,31.196841
121.448838,31.196841,121.449175,31.197188
121.448838,31.197188,121.449175,31.197534
121.448500,31.197188,121.448838,31.197534
121.448838,31.197534,121.449175,31.197881
121.448500,31.197534,121.448838,31.197881
121.448500,31.197881,121.448838,31.198228
